slug,language,title,grade_level,version,filename
Hurricane-drones,en,Drones will be put to work this hurricane season,4.0,4,Hurricane-drones.en.4.txt
Iditarod-finish,en,Nome preps for Iditarod mushers,12.0,0,Iditarod-finish.en.0.txt
Iditarod-finish,en,Nome makes itself ready for Iditarod,8.0,1,Iditarod-finish.en.1.txt
Iditarod-finish,en,Dogsled race to Nome recalls serum run,7.0,2,Iditarod-finish.en.2.txt
Iditarod-finish,en,Nome gets ready to welcome mushers,5.0,3,Iditarod-finish.en.3.txt
Iditarod-finish,en,Cold Nome prepares warm welcome for mushers and their dog teams,4.0,4,Iditarod-finish.en.4.txt
Iditarod-finish,en,Mushers and their dog teams race across Alaska,2.0,5,Iditarod-finish.en.5.txt
Indonesian-caveart,en,"Indonesian cave art is nearly 40,000 years old, study says",12.0,0,Indonesian-caveart.en.0.txt
Indonesian-caveart,en,Prehistoric Indonesian cave art waits nearly 60 years for a date,8.0,1,Indonesian-caveart.en.1.txt
Indonesian-caveart,en,Ancient cave art on two continents is about the same age,7.0,2,Indonesian-caveart.en.2.txt
Indonesian-caveart,en,Ancient humans' art is older than we thought,5.0,3,Indonesian-caveart.en.3.txt
Indonesian-caveart,en,Figuring out the age of ancient cave art,4.0,4,Indonesian-caveart.en.4.txt
King-nobelprize,en,King's Nobel tested Atlanta's tolerance,12.0,0,King-nobelprize.en.0.txt
King-nobelprize,en,Dr. King's Nobel Peace Prize united 1964 Atlanta,8.0,1,King-nobelprize.en.1.txt
King-nobelprize,en,King's Nobel Prize celebration inspired good will in Atlanta,6.0,2,King-nobelprize.en.2.txt
King-nobelprize,en,King's Nobel Prize meant change in Atlanta,4.0,3,King-nobelprize.en.3.txt
King-nobelprize,en,The Peace Prize that brought people together,3.0,4,King-nobelprize.en.4.txt
LA-fossils,en,Unearthing a fossil haven,12.0,0,LA-fossils.en.0.txt
LA-fossils,en,L.A. subway work burps up a bonanza of prehistoric swag,9.0,1,LA-fossils.en.1.txt
LA-fossils,en,"Beneath L.A., unearthing the last great ice age",7.0,2,LA-fossils.en.2.txt
LA-fossils,en,Looking for fossils from a long-buried beach,6.0,3,LA-fossils.en.3.txt
LA-fossils,en,Digging the last great ice age in L.A.,4.0,4,LA-fossils.en.4.txt
Last-navajocodetalker,en,"Chester Nez, last of WWII's Navajo code talkers, dies at 93",12.0,0,Last-navajocodetalker.en.0.txt
Last-navajocodetalker,en,Last of the original Navajo code talkers dies at 93,7.0,1,Last-navajocodetalker.en.1.txt
Last-navajocodetalker,en,Last of the Navajo code talkers dies,6.0,2,Last-navajocodetalker.en.2.txt
Last-navajocodetalker,en,Navajo code talker Nez dies at 93,5.0,3,Last-navajocodetalker.en.3.txt
Last-navajocodetalker,en,"Nez, Navajo code talker in WWII, dies",4.0,4,Last-navajocodetalker.en.4.txt
NFL-Players,en,Aaron Hernandez fallout: Teams reevaluate taking risks on players,12.0,0,NFL-Players.en.0.txt
NFL-Players,en,When do character flaws override talent in the NFL?,9.0,1,NFL-Players.en.1.txt
NFL-Players,en,Talent versus character in NFL debated after murder arrest,7.0,2,NFL-Players.en.2.txt
NFL-Players,en,Football player's murder arrest sparks talent versus character debate,5.0,3,NFL-Players.en.3.txt
NFL-Players,en,When is a talented-but-troubled player too risky to draft?,4.0,4,NFL-Players.en.4.txt
New-civilrights,en,Activists responding to police killings see potential new civil rights era,12.0,0,New-civilrights.en.0.txt
New-civilrights,en,Bracing for a new civil rights movement,8.0,1,New-civilrights.en.1.txt
New-civilrights,en,A new civil rights era taking shape,7.0,2,New-civilrights.en.2.txt
New-civilrights,en,Protests spread across the country for change,5.0,3,New-civilrights.en.3.txt
New-civilrights,en,New protests for fair treatment,4.0,4,New-civilrights.en.4.txt
Nigeria-ebolafree,en,"Ebola-free Nigeria hailed as ""success story"" in battling outbreak",12.0,0,Nigeria-ebolafree.en.0.txt
Nigeria-ebolafree,en,"Ebola epidemic ends in Nigeria, health group says",8.0,1,Nigeria-ebolafree.en.1.txt
Nigeria-ebolafree,en,"Nigeria is free of Ebola epidemic, says World Health Organization",7.0,2,Nigeria-ebolafree.en.2.txt
Nigeria-ebolafree,en,"Nigeria stops its Ebola outbreak, health group says",5.0,3,Nigeria-ebolafree.en.3.txt
Nigeria-ebolafree,en,"Nigeria is now free of Ebola, health group says",4.0,4,Nigeria-ebolafree.en.4.txt
Nobel-peacewinner,en,Nobel Peace Prize honors Malala Yousafzai and Kailash Satyarthi,12.0,0,Nobel-peacewinner.en.0.txt
Nobel-peacewinner,en,Two children's rights activists awarded the Nobel Peace Prize,8.0,1,Nobel-peacewinner.en.1.txt
Nobel-peacewinner,en,Malala of Pakistan and Satyarthi of India awarded Nobel Peace Prize,6.0,2,Nobel-peacewinner.en.2.txt
Nobel-peacewinner,en,Nobel Peace Prize given to two who work for children's rights,5.0,3,Nobel-peacewinner.en.3.txt
Nobel-peacewinner,en,Peace Prize awarded to Malala Yousafzai and Kailash Satyarthi,4.0,4,Nobel-peacewinner.en.4.txt
Obama-Islamic-State,en,Obama orders airstrikes in Syria for first time,12.0,0,Obama-Islamic-State.en.0.txt
Obama-Islamic-State,en,"Obama announces plan to ""degrade and ultimately destroy"" ISIL",9.0,1,Obama-Islamic-State.en.1.txt
Obama-Islamic-State,en,"Obama plans to bomb Syria, Iraq to stop ISIL extremists",7.0,2,Obama-Islamic-State.en.2.txt
Obama-Islamic-State,en,Once anti-war Obama plans airstrikes against ISIL in Syria and Iraq,6.0,3,Obama-Islamic-State.en.3.txt
Obama-Islamic-State,en,"Obama: ""If you threaten America, you will find no safe haven""",4.0,4,Obama-Islamic-State.en.4.txt
Obama-girlsschooling,en,"U.S., Japan's first ladies target ""injustice"" of girls kept out of school",12.0,0,Obama-girlsschooling.en.0.txt
Obama-girlsschooling,en,"First lady in Asia: Girl power starts with going to school, dreaming big",9.0,1,Obama-girlsschooling.en.1.txt
Obama-girlsschooling,en,Michelle Obama's girl talk in Asia: Make school cool for the world's girls,7.0,2,Obama-girlsschooling.en.2.txt
Obama-girlsschooling,en,"First lady in Asia: ""Change the world,"" help 62 million girls go to school",5.0,3,Obama-girlsschooling.en.3.txt
Obama-girlsschooling,en,"First ladies of U.S., Japan rule: Help girls in 11 countries go to school ",4.0,4,Obama-girlsschooling.en.4.txt
SAT-changes,en,Revised SAT exam will drop essay requirement starting in 2016,12.0,0,SAT-changes.en.0.txt
SAT-changes,en,"SAT test gets an overhaul, essay dropped",9.0,1,SAT-changes.en.1.txt
SAT-changes,en,"SAT exam gets a makeover, essay and unusual vocabulary dropped",6.0,2,SAT-changes.en.2.txt
SAT-changes,en,Redesigned SAT test drops essay for 2016,5.0,3,SAT-changes.en.3.txt
SAT-changes,en,Changes made to SAT exam for college,4.0,4,SAT-changes.en.4.txt
TRIBAL-SUICIDE,en,"Tribes fight suicide, a leading killer of native youth",12.0,0,TRIBAL-SUICIDE.en.0.txt
TRIBAL-SUICIDE,en,Indian nations fighting the scourge of suicide among their youth ,9.0,1,TRIBAL-SUICIDE.en.1.txt
TRIBAL-SUICIDE,en,Programs to prevent suicide by Native American youth in danger,7.0,2,TRIBAL-SUICIDE.en.2.txt
TRIBAL-SUICIDE,en,Native Americans fight to save their young from suicide ,5.0,3,TRIBAL-SUICIDE.en.3.txt
TRIBAL-SUICIDE,en,Native Americans fighting to save their young from suicide ,4.0,4,TRIBAL-SUICIDE.en.4.txt
Teddyroosevelt-library,en,Teddy Roosevelt library to rely on digital efforts,12.0,0,Teddyroosevelt-library.en.0.txt
Teddyroosevelt-library,en,All the president's papers - online,8.0,1,Teddyroosevelt-library.en.1.txt
Teddyroosevelt-library,en,"What would Teddy Roosevelt say about his online library? ""Bully!""",7.0,2,Teddyroosevelt-library.en.2.txt
Teddyroosevelt-library,en,Preserving personal and presidential papers of Teddy Roosevelt - online,5.0,3,Teddyroosevelt-library.en.3.txt
Teddyroosevelt-library,en,"Amid wide open spaces, a presidential library takes shape in cyberspace",4.0,4,Teddyroosevelt-library.en.4.txt
US-Constitution,en,The Constitution of the United States of America,12.0,0,US-Constitution.en.0.txt
USCHINA-TOURISM,en,Chinese tourists' spending in the US takes off,12.0,0,USCHINA-TOURISM.en.0.txt
USCHINA-TOURISM,en,"Chinese tourists hit the outlet stores, not the surf, in California  ",8.0,1,USCHINA-TOURISM.en.1.txt
USCHINA-TOURISM,en,"Chinese tourists seek shops, not sand, in California",7.0,2,USCHINA-TOURISM.en.2.txt
USCHINA-TOURISM,en,"Chinese tourists hit the mall, not the beach, in California",5.0,3,USCHINA-TOURISM.en.3.txt
USCHINA-TOURISM,en,"Chinese tourists go shopping, not sunning, in California ",4.0,4,USCHINA-TOURISM.en.4.txt
Ukraine-invasion,en,Ukraine: 2 tank columns from Russia enter Ukraine,12.0,0,Ukraine-invasion.en.0.txt
Ukraine-invasion,en,"Ukraine says Russia invaded its southeastern region, town taken",9.0,1,Ukraine-invasion.en.1.txt
Ukraine-invasion,en,Russian troops and tanks enter Ukraine as rebel conflict widens,7.0,2,Ukraine-invasion.en.2.txt
Ukraine-invasion,en,Conflict in Ukraine widens as Russian tanks and rebels enter key town,6.0,3,Ukraine-invasion.en.3.txt
Ukraine-invasion,en,"Russian tanks and troops invade Ukraine, NATO says",4.0,4,Ukraine-invasion.en.4.txt
Wisconsin-earthquakes,en,Wisconsin geologists go miles deep in quest to predict earthquakes,12.0,0,Wisconsin-earthquakes.en.0.txt
Wisconsin-earthquakes,en,Digging down deep for earthquake studies,8.0,1,Wisconsin-earthquakes.en.1.txt
Wisconsin-earthquakes,en,Wisconsin geologists' big dig to understand earthquakes,6.0,2,Wisconsin-earthquakes.en.2.txt
Wisconsin-earthquakes,en,Discovering the mysteries of earthquakes,4.0,3,Wisconsin-earthquakes.en.3.txt
Wisconsin-earthquakes,en,Scientists want to know how earthquakes start,3.0,4,Wisconsin-earthquakes.en.4.txt
abercrombie-headscarves,en,"Abercrombie & Fitch settles woman's lawsuit over hijab, changes dress code",12.0,0,abercrombie-headscarves.en.0.txt
abercrombie-headscarves,en,"Fired for defying Hollister's ""look policy,"" Muslim worker wins settlement",8.0,1,abercrombie-headscarves.en.1.txt
abercrombie-headscarves,en,Abercrombie settles discrimination suit by paying back fired worker,7.0,2,abercrombie-headscarves.en.2.txt
abercrombie-headscarves,en,Abercrombie settles lawsuit with employee fired for wearing headscarf,5.0,3,abercrombie-headscarves.en.3.txt
abercrombie-headscarves,en,Clothing chain agrees to pay back woman fired for wearing headscarf,4.0,4,abercrombie-headscarves.en.4.txt
accordion-lessons,en,More fans of the accordion are squeezing in lessons,12.0,0,accordion-lessons.en.0.txt
accordion-lessons,en,"Once unhip instrument is now cool, accordion to Weird Al",8.0,1,accordion-lessons.en.1.txt
accordion-lessons,en,Music school squeezes in students for squeeze-box lessons,6.0,2,accordion-lessons.en.2.txt
accordion-lessons,en,Accordion goes from unhip to cool,5.0,3,accordion-lessons.en.3.txt
accordion-lessons,en,"Weird as it may sound, the accordion is cool again",4.0,4,accordion-lessons.en.4.txt
adidas-mascots,en,Adidas offers to help eliminate Native American mascots,12.0,0,adidas-mascots.en.0.txt
adidas-mascots,en,"Adidas pushes to change Native mascots, pledges help to high schools",8.0,1,adidas-mascots.en.1.txt
adidas-mascots,en,Adidas pledges to help schools change their Native American mascots,6.0,2,adidas-mascots.en.2.txt
adidas-mascots,en,"Adidas wants to change Native American mascots, offers help to schools",4.0,3,adidas-mascots.en.3.txt
adidas-mascots,en,Adidas offers to help schools change Native American mascots,2.0,4,adidas-mascots.en.4.txt
adidas-mascots-spanish,es,Adidas ofrece su ayuda para eliminar las mascotas Nativo Americanas.,12.0,0,adidas-mascots-spanish.es.0.txt
adidas-mascots-spanish,es,Iniciativa de Adidas para eliminar las mascotas nativo americanas,8.0,1,adidas-mascots-spanish.es.1.txt
adidas-mascots-spanish,es,"Adidas, a favor de eliminar las mascotas nativo americanas",6.0,2,adidas-mascots-spanish.es.2.txt
adidas-mascots-spanish,es,Adidas quiere que las mascotas nativo americanas desaparezcan,4.0,3,adidas-mascots-spanish.es.3.txt
adidas-mascots-spanish,es,En contra de las mascotas nativo americanas,2.0,4,adidas-mascots-spanish.es.4.txt
affirmativeaction-research,en,Opinion: What science has to say about affirmative action,12.0,0,affirmativeaction-research.en.0.txt
affirmativeaction-research,en,Opinion: Affirmative action students can thrive in top schools,9.0,1,affirmativeaction-research.en.1.txt
affirmativeaction-research,en,Opinion: Opponents of affirmative action are using a flawed theory,7.0,2,affirmativeaction-research.en.2.txt
affirmativeaction-research,en,Opinion: Minority students can thrive if stress and bias are reduced,5.0,3,affirmativeaction-research.en.3.txt
affirmativeaction-research,en,Opinion: Minority students face problems that can hurt grades,4.0,4,affirmativeaction-research.en.4.txt
affirmativeaction-research-spanish,es,"Las investigaciones demuestran que con la ""acción afirmativa"" los estudiantes pueden progresar en las mejores escuelas",12.0,0,affirmativeaction-research-spanish.es.0.txt
affirmativeaction-research-spanish,es,La acción afirmativa debe ser apoyada,9.0,1,affirmativeaction-research-spanish.es.1.txt
affirmativeaction-research-spanish,es,"La acción afirmativa, importante para todos",7.0,2,affirmativeaction-research-spanish.es.2.txt
affirmativeaction-research-spanish,es,La acción afirmativa ayuda a los estudiantes,5.0,3,affirmativeaction-research-spanish.es.3.txt
affirmativeaction-research-spanish,es,Todos los estudiantes pueden estudiar en las mejores escuelas,4.0,4,affirmativeaction-research-spanish.es.4.txt
affluenza-trial,en,Sentence in Texas teen's fatal DWI wreck stirs ire,12.0,0,affluenza-trial.en.0.txt
affluenza-trial,en,"Probation for ""affluenza"" teen in deadly drunk driving crash sparks anger",9.0,1,affluenza-trial.en.1.txt
affluenza-trial,en,Anger over probation for rich teen in drunk driving crash that killed 4,7.0,2,affluenza-trial.en.2.txt
affluenza-trial,en,"Rich teen gets probation for deadly drunk driving crash, many angry",5.0,3,affluenza-trial.en.3.txt
affluenza-trial,en,Many angry that rich teen is not going to jail for drunk driving crash,4.0,4,affluenza-trial.en.4.txt
afghan-childlaborers,en,"In Afghanistan, childhood is often a full-time job",12.0,0,afghan-childlaborers.en.0.txt
afghan-childlaborers,en,"In Afghanistan, school is a luxury that many working children cannot afford",7.0,1,afghan-childlaborers.en.1.txt
afghan-childlaborers,en,"School just a dream for many Afghan children, working hard for low pay",6.0,2,afghan-childlaborers.en.2.txt
afghan-childlaborers,en,Many Afghan children work hard for low pay; school is just a daydream,4.0,3,afghan-childlaborers.en.3.txt
afghan-childlaborers,en,Many Afghan children must work hard for low pay to help feed their families,3.0,4,afghan-childlaborers.en.4.txt
afghan-grooms,en,"A blushing bride, a crushing debt for Afghan grooms",12.0,0,afghan-grooms.en.0.txt
afghan-grooms,en,Age-old tradition means Afghan grooms grow old saving up to wed,8.0,1,afghan-grooms.en.1.txt
afghan-grooms,en,"In the walwar tradition, Afghan grooms go deep into debt to pay for a wife",6.0,2,afghan-grooms.en.2.txt
afghan-grooms,en,"Costly tradition keeps many Afghan grooms from saying ""I do""",5.0,3,afghan-grooms.en.3.txt
afghan-grooms,en,Many Afghan grooms borrow thousands to pay for a wife,4.0,4,afghan-grooms.en.4.txt
afghan-hotdog,en,Afghan entrepreneurs' hot dogs on wheels turn heads in Kabul,12.0,0,afghan-hotdog.en.0.txt
afghan-hotdog,en,Funky food trucks pull up in Kabul,8.0,1,afghan-hotdog.en.1.txt
afghan-hotdog,en,Food-truck mania drives in to Afghanistan,7.0,2,afghan-hotdog.en.2.txt
afghan-hotdog,en,Kabul's first food trucks serving up hot dogs,6.0,3,afghan-hotdog.en.3.txt
afghan-hotdog,en,Hot dog on wheels? Food trucks drive into Kabul,4.0,4,afghan-hotdog.en.4.txt
afghan-hotdog-spanish,es,Los perros calientes sobre ruedas de los empresarios afganos llaman la atención en Kabul,12.0,0,afghan-hotdog-spanish.es.0.txt
afghan-hotdog-spanish,es,Modernos camiones de comida se instalan en Kabul,8.0,1,afghan-hotdog-spanish.es.1.txt
afghan-hotdog-spanish,es,La moda de los camiones de comida modernos llega a Afganistán,7.0,2,afghan-hotdog-spanish.es.2.txt
afghan-hotdog-spanish,es,Los primeros camiones de comida ambulante de Kabul están sirviendo perros calientes,6.0,3,afghan-hotdog-spanish.es.3.txt
afghan-hotdog-spanish,es,¿Perros calientes sobre ruedas? Los camiones de comida ambulante llegan a Kabul,4.0,4,afghan-hotdog-spanish.es.4.txt
afghan-painter,en,Afghan girl who lost arm paints with prosthetic,12.0,0,afghan-painter.en.0.txt
afghan-painter,en,"From the ashes of war, a young artist is born",8.0,1,afghan-painter.en.1.txt
afghan-painter,en,"With a new arm, a young war victim finds her artistic talent",6.0,2,afghan-painter.en.2.txt
